country,year,systemic_crisis,exch_usd,domestic_debt_default,sovereign_external_debt_default,gdp_weighted_default,inflation_annual_cpi,independence,inflation_crisis,banking_crisis,currency_crisis
Algeria,1970,false,4.93706,false,false,0.0,3.656320975,true,false,false,no_crisis
Algeria,1971,false,4.644,false,false,0.0,6.172816266,true,false,false,no_crisis
Algeria,1972,false,4.556,false,false,0.0,4.734228715,true,false,false,no_crisis
Algeria,1973,false,4.185,false,false,0.0,8.961134756,true,false,false,no_crisis
Algeria,1974,false,3.997,false,false,0.0,8.87917187,true,false,false,no_crisis
Algeria,1975,false,4.125,false,false,0.0,12.09893382,true,false,false,no_crisis
Algeria,1976,false,4.359,false,false,0.0,17.17351914,true,false,false,no_crisis
Algeria,1977,false,4.035,false,false,0.0,11.45037883,true,false,false,no_crisis
Algeria,1978,false,3.8345,false,false,0.0,9.668492611,true,false,false,no_crisis
Algeria,1979,false,3.7555,false,false,0.0,14.60957788,true,false,false,no_crisis
Algeria,1980,false,3.9715,false,false,0.0,9.668,true,false,false,no_crisis
Algeria,1981,false,4.378,false,false,0.0,14.61,true,false,false,no_crisis
Algeria,1982,false,4.6355,false,false,0.0,6.593,true,false,false,no_crisis
Algeria,1983,false,4.9165,false,false,0.0,7.835,true,false,false,no_crisis
Algeria,1984,false,5.1227,false,false,0.0,6.31,true,false,false,no_crisis
Algeria,1985,false,4.7728,false,false,0.0,10.432,true,false,false,no_crisis
Algeria,1986,false,4.8235,false,false,0.0,14.007,true,false,false,no_crisis
Algeria,1987,false,4.9363,false,false,0.0,5.857,true,false,false,no_crisis
Algeria,1988,false,6.7308,false,false,0.0,5.938,true,false,false,crisis
Algeria,1989,false,8.0324,false,false,0.0,9.172,true,false,false,crisis
Algeria,1990,true,12.1908,false,false,0.0,9.272,true,false,true,crisis
Algeria,1991,true,21.3919,false,true,0.23,25.9,true,true,true,crisis
Algeria,1992,true,22.7814,false,true,0.23,31.7,true,true,true,no_crisis
Algeria,1993,false,24.123,false,true,0.23,20.5,true,true,false,no_crisis
Algeria,1994,false,42.8925,false,true,0.23,29.0,true,true,false,crisis
Algeria,1995,false,52.175,false,true,0.23,29.8,true,true,false,crisis
Algeria,1996,false,56.1859,false,true,0.23,18.7,true,false,false,no_crisis
Algeria,1997,false,58.4139,false,false,0.0,5.7,true,false,false,no_crisis
Algeria,1998,false,60.3531,false,false,0.0,4.95,true,false,false,no_crisis
Algeria,1999,false,69.3143,false,false,0.0,2.6,true,false,false,no_crisis
Algeria,2000,false,75.3428,false,false,0.0,0.3,true,false,false,no_crisis
Algeria,2001,false,77.8196,false,false,0.0,4.2,true,false,false,no_crisis
Algeria,2002,false,79.7234,false,false,0.0,1.43,true,false,false,no_crisis
Algeria,2003,false,72.6128,false,false,0.0,4.2589999999999995,true,false,false,no_crisis
Algeria,2004,false,72.6137,false,false,0.0,3.972,true,false,false,no_crisis
Algeria,2005,false,73.3799,false,false,0.0,1.382,true,false,false,no_crisis
Algeria,2006,false,71.1582,false,false,0.0,2.315,true,false,false,no_crisis
Algeria,2007,false,66.8299,false,false,0.0,3.674,true,false,false,no_crisis
Algeria,2008,false,71.1826,false,false,0.0,4.855,true,false,false,no_crisis
Algeria,2009,false,72.7309,false,false,0.0,5.742999999999999,true,false,false,no_crisis
Algeria,2010,false,74.9437,false,false,0.0,3.9130000000000003,true,false,false,no_crisis
Algeria,2011,false,76.0563,false,false,0.0,4.522,true,false,false,no_crisis
Algeria,2012,false,78.1025,false,false,0.0,8.916,true,false,false,no_crisis
Algeria,2013,false,78.14870129999998,false,false,0.0,3.255,true,false,false,no_crisis
Algeria,2014,false,87.9706983,false,false,0.0,2.917,true,false,false,no_crisis
Angola,1921,false,1.25e-08,false,false,0.0,29.62962963,false,true,false,no_crisis
Angola,1922,false,2.21e-08,false,false,0.0,45.71428571,false,true,false,no_crisis
Angola,1923,false,2.81e-08,false,false,0.0,68.62745098,false,true,false,no_crisis
Angola,1924,false,2.08e-08,false,false,0.0,126.74418600000001,false,true,false,no_crisis
Angola,1925,false,1.95e-08,false,false,0.0,-27.17948718,false,false,false,no_crisis
Angola,1926,false,1.95e-08,false,false,0.0,-7.042253521,false,false,false,no_crisis
Angola,1927,false,2.02e-08,false,false,0.0,-17.42424242,false,false,false,no_crisis
Angola,1928,false,2.27e-08,false,false,0.0,-9.174311927,false,false,false,no_crisis
Angola,1929,false,2.2200000000000004e-08,false,false,0.0,-5.050505051,false,false,false,no_crisis
Angola,1930,false,2.23e-08,false,false,0.0,-5.319148936,false,false,false,no_crisis
Angola,1931,false,3.1e-08,false,false,0.0,0.0,false,false,false,no_crisis
Angola,1932,false,3.31e-08,false,false,0.0,-2.247191011,false,false,false,no_crisis
Angola,1933,false,2.13e-08,false,false,0.0,2.298850575,false,false,false,no_crisis
Angola,1934,false,2.2200000000000004e-08,false,false,0.0,3.370786517,false,false,false,no_crisis
Angola,1935,false,2.23e-08,false,false,0.0,5.434782609,false,false,false,no_crisis
Angola,1936,false,2.25e-08,false,false,0.0,-1.030927835,false,false,false,no_crisis
Angola,1937,false,2.21e-08,false,false,0.0,2.083333333,false,false,false,no_crisis
Angola,1938,false,2.36e-08,false,false,0.0,2.040816327,false,false,false,no_crisis
Angola,1939,false,2.77e-08,false,false,0.0,1.0,false,false,false,no_crisis
Angola,1940,false,2.5099999999999996e-08,false,false,0.0,13.86138614,false,false,false,no_crisis
Angola,1941,false,2.5e-08,false,false,0.0,16.52173913,false,false,false,no_crisis
Angola,1942,false,2.5e-08,false,false,0.0,17.91044776,false,false,false,no_crisis
Angola,1943,false,2.5e-08,false,false,0.0,13.92405063,false,false,false,no_crisis
Angola,1944,false,2.5e-08,false,false,0.0,7.777777778,false,false,false,no_crisis
Angola,1945,false,2.5e-08,false,false,0.0,5.154639175,false,false,false,no_crisis
Angola,1946,false,2.63e-08,false,false,0.0,4.901960784,false,false,false,no_crisis
Angola,1947,false,2.5e-08,false,false,0.0,13.55140187,false,false,false,no_crisis
Angola,1948,false,2.58e-08,false,false,0.0,-16.87242798,false,false,false,no_crisis
Angola,1949,false,2.8599999999999998e-08,false,false,0.0,-0.99009901,false,false,false,no_crisis
Angola,1950,false,2.9100000000000002e-08,false,false,0.0,4.0,false,false,false,no_crisis
Angola,1951,false,2.9100000000000002e-08,false,false,0.0,-7.692307692000001,false,false,false,no_crisis
Angola,1952,false,2.8999999999999998e-08,false,false,0.0,3.125,false,false,false,no_crisis
Angola,1953,false,2.8999999999999998e-08,false,false,0.0,0.0,false,false,false,no_crisis
Angola,1954,false,2.88e-08,false,false,0.0,-4.04040404,false,false,false,no_crisis
Angola,1955,false,2.88e-08,false,false,0.0,0.0,false,false,false,no_crisis
Angola,1956,false,2.88e-08,false,false,0.0,3.157894737,false,false,false,no_crisis
Angola,1957,false,2.88e-08,false,false,0.0,1.020408163,false,false,false,no_crisis
Angola,1958,false,2.88e-08,false,false,0.0,2.02020202,false,false,false,no_crisis
Angola,1959,false,2.89e-08,false,false,0.0,0.0,false,false,false,crisis
Angola,1960,false,2.88e-08,false,false,0.0,-0.99009901,false,false,false,no_crisis
Angola,1961,false,2.88e-08,false,false,0.0,2.0,false,false,false,no_crisis
Angola,1962,false,2.89e-08,false,false,0.0,5.882352941000001,false,false,false,no_crisis
Angola,1970,false,2.88e-08,false,false,0.0,7.965434021,false,false,false,crisis
Angola,1971,false,2.76e-08,false,false,0.0,5.777758598999999,false,false,false,no_crisis
Angola,1972,false,2.7e-08,false,false,0.0,15.79827455,false,false,false,crisis
Angola,1973,false,2.58e-08,false,false,0.0,15.67485015,false,false,false,crisis
Angola,1974,false,2.46e-08,false,false,0.0,27.41525989,false,true,false,no_crisis
Angola,1975,false,2.75e-08,false,false,0.0,29.00043489,true,true,false,no_crisis
Angola,1976,false,2.99e-08,true,false,0.0,80.69990445,true,true,false,no_crisis
Angola,1977,false,2.99e-08,false,false,0.0,69.00935079,true,true,false,no_crisis
Angola,1978,false,2.99e-08,false,false,0.0,48.46106867,true,true,false,no_crisis
Angola,1979,false,2.99e-08,false,false,0.0,101.3013176,true,true,false,no_crisis
Angola,1980,false,2.99e-08,false,false,0.0,46.70755462,true,true,false,no_crisis
Angola,1991,false,1.8e-07,false,true,0.0,85.265,true,true,false,crisis
Angola,1992,false,5.5e-07,true,true,0.0,299.097,true,true,true,crisis
Angola,1993,false,6.5000000000000004e-06,true,true,0.0,1379.476,true,true,true,crisis
Angola,1994,false,0.000509262,true,true,0.0,949.7710000000001,true,true,true,crisis
Angola,1996,false,0.201994,true,true,0.0,4146.01,true,true,true,crisis
Angola,1997,false,0.262376,true,true,0.0,221.49200000000002,true,true,true,crisis
Angola,1998,false,0.6965,true,true,0.0,107.429,true,true,true,crisis
Angola,2000,false,16.81784,true,true,0.0,325.029,true,true,false,crisis
Angola,2001,false,31.94936,true,true,0.0,152.586,true,true,false,crisis
Angola,2002,false,58.66636999999999,true,true,0.0,108.89299999999999,true,true,false,crisis
Angola,2003,false,79.08149,false,true,0.0,98.34200000000001,true,true,false,crisis
Angola,2004,false,85.98779,false,false,0.0,43.559,true,true,false,crisis
Angola,2005,false,80.77951,false,false,0.0,22.961,true,true,false,crisis
Angola,2006,false,80.26442,false,false,0.0,13.305,true,false,false,no_crisis
Angola,2007,false,75.023,false,false,0.0,12.249,true,false,false,no_crisis
Angola,2008,false,75.169,false,false,0.0,12.465,true,false,false,no_crisis
Angola,2009,false,89.398,false,false,0.0,13.720999999999998,true,false,false,crisis
Angola,2010,false,92.64299999999999,false,false,0.0,14.48,true,false,false,no_crisis
Angola,2011,false,95.272,false,false,0.0,13.484000000000002,true,false,false,no_crisis
Angola,2012,false,95.82588521,false,false,0.0,10.285,true,false,false,no_crisis
Angola,2013,false,97.56,false,false,0.0,8.782,true,false,false,no_crisis
Angola,2014,false,101.49,false,false,0.0,7.296,true,false,false,no_crisis
Central African Republic,1957,false,209.94985150000002,false,false,0.0,6.818181817999999,false,false,false,no_crisis
Central African Republic,1958,false,245.29982650000002,false,false,0.0,12.76595745,false,false,false,no_crisis
Central African Republic,1959,false,245.4498264,false,false,0.0,3.7735849060000004,false,false,false,crisis
Central African Republic,1960,false,245.12982659999997,false,false,0.0,10.90909091,true,false,false,no_crisis
Central African Republic,1961,false,245.0648267,false,false,0.0,6.557377048999999,true,false,false,no_crisis
Central African Republic,1962,false,245.0048267,false,false,0.0,7.692307692000001,true,false,false,no_crisis
Central African Republic,1963,false,245.09982659999997,false,false,0.0,3.714285714,true,false,false,no_crisis
Central African Republic,1964,false,245.0048267,false,false,0.0,10.05509642,true,false,false,no_crisis
Central African Republic,1965,false,245.0748266,false,false,0.0,9.386733417,true,false,false,no_crisis
Central African Republic,1966,false,247.5898249,false,false,0.0,2.745995423,true,false,false,no_crisis
Central African Republic,1967,false,245.4248264,false,false,0.0,1.893095768,true,false,false,no_crisis
Central African Republic,1968,false,247.404825,false,false,0.0,4.8087431689999995,true,false,false,no_crisis
Central African Republic,1969,false,277.9148034,false,false,0.0,0.521376434,true,false,false,no_crisis
Central African Republic,1970,false,276.02480479999997,false,false,0.0,3.734439834,true,false,false,no_crisis
Central African Republic,1971,false,261.22481519999997,false,false,0.0,27.69953052,true,true,false,no_crisis
Central African Republic,1972,false,256.04981890000005,false,false,0.0,-8.823529412000001,true,false,false,no_crisis
Central African Republic,1973,false,235.4248335,false,false,0.0,5.64516129,true,false,false,no_crisis
Central African Republic,1974,false,222.22484280000003,false,false,0.0,9.541984733,true,false,false,no_crisis
Central African Republic,1975,false,224.27484130000002,false,false,0.0,16.02787456,true,false,false,no_crisis
Central African Republic,1976,true,248.48732420000002,false,false,0.0,10.51051051,true,false,true,no_crisis
Central African Republic,1977,true,235.2498335,false,false,0.0,11.14130435,true,false,true,no_crisis
Central African Republic,1978,true,208.9998521,false,false,0.0,11.49144254,true,false,true,no_crisis
Central African Republic,1979,true,200.99985780000003,false,false,0.0,9.210526316000001,true,false,true,no_crisis
Central African Republic,1980,true,225.79984019999998,false,false,0.0,13.3,true,false,true,no_crisis
Central African Republic,1981,true,287.39979669999997,false,true,0.0,14.66,true,false,true,no_crisis
Central African Republic,1982,true,336.24976210000005,false,false,0.0,13.243,true,false,true,no_crisis
Central African Republic,1983,false,417.3747047,false,true,0.0,14.558,true,false,false,no_crisis
Central African Republic,1984,false,479.59966069999996,false,true,0.0,2.6039999999999996,true,false,false,no_crisis
Central African Republic,1985,false,378.0497326,false,true,0.0,10.457,true,false,false,no_crisis
Central African Republic,1986,false,322.7497717,false,true,0.0,2.411,true,false,false,no_crisis
Central African Republic,1987,false,266.9998111,false,true,0.0,-6.986000000000001,true,false,false,no_crisis
Central African Republic,1988,true,302.9497857,false,true,0.0,-3.9339999999999997,true,false,true,no_crisis
Central African Republic,1989,true,289.3997953,false,true,0.0,0.645,true,false,true,no_crisis
Central African Republic,1990,true,256.44981859999996,false,true,0.0,-0.203,true,false,true,no_crisis
Central African Republic,1991,true,258.9998168,false,true,0.0,-2.8480000000000003,true,false,true,no_crisis
Central African Republic,1992,true,275.32480519999996,false,true,0.0,-0.757,true,false,true,no_crisis
Central African Republic,1993,true,294.7747915,false,true,0.0,-2.909,true,false,true,no_crisis
Central African Republic,1994,true,534.5996218,false,true,0.0,24.55,true,true,true,crisis
Central African Republic,1995,true,489.9996534,false,true,0.0,19.2,true,false,true,no_crisis
Central African Republic,1996,true,523.6996296,false,true,0.0,3.7230000000000003,true,false,true,no_crisis
Central African Republic,1997,true,598.8095764,false,true,0.0,1.597,true,false,true,no_crisis
Central African Republic,1998,true,562.2096022999999,false,true,0.0,-1.871,true,false,true,no_crisis
Central African Republic,1999,true,652.9534143,false,true,0.0,-1.415,true,false,true,no_crisis
Central African Republic,2000,false,704.9511016,false,true,0.0,3.202,true,false,false,no_crisis
Central African Republic,2001,false,744.3061387,false,true,0.0,3.843,true,false,false,no_crisis
Central African Republic,2002,false,625.4953752,false,true,0.0,2.298,true,false,false,no_crisis
Central African Republic,2003,false,519.3642122,false,true,0.0,4.353,true,false,false,no_crisis
Central African Republic,2004,false,481.5777109,false,true,0.0,-2.244,true,false,false,no_crisis
Central African Republic,2005,false,556.0371281,false,true,0.0,2.885,true,false,false,no_crisis
Central African Republic,2006,false,498.0690964,false,true,0.0,6.694,true,false,false,no_crisis
Central African Republic,2007,false,445.5926907,false,true,0.0,0.935,true,false,false,no_crisis
Central African Republic,2008,false,471.33505779999996,false,true,0.0,9.262,true,false,false,no_crisis
Central African Republic,2009,false,455.3359711,false,true,0.0,3.522,true,false,false,no_crisis
Central African Republic,2010,false,490.9122886,false,true,0.0,1.4909999999999999,true,false,false,no_crisis
Central African Republic,2011,false,506.96112530000005,false,true,0.0,1.195,true,false,false,no_crisis
Central African Republic,2012,false,497.16310439999995,false,true,0.0,5.874,true,false,false,no_crisis
Central African Republic,2013,false,475.64136030000003,false,true,0.0,6.5520000000000005,true,false,false,no_crisis
Central African Republic,2014,false,540.2825138,false,true,0.0,11.584000000000001,true,false,false,no_crisis
Ivory Coast,1952,false,0.0,false,false,0.0,16.21609969,false,false,false,no_crisis
Ivory Coast,1953,false,0.0,false,false,0.0,2.326185353,false,false,false,no_crisis
Ivory Coast,1954,false,0.0,false,false,0.0,-2.273304086,false,false,false,no_crisis
Ivory Coast,1955,false,0.0,false,false,0.0,2.326185353,false,false,false,no_crisis
Ivory Coast,1956,false,0.0,false,false,0.0,4.54479533,false,false,false,no_crisis
Ivory Coast,1957,false,0.0,false,false,0.0,13.04340287,false,false,false,no_crisis
Ivory Coast,1958,false,0.0,false,false,0.0,21.15476063,false,true,false,no_crisis
Ivory Coast,1959,false,0.0,false,false,0.0,6.348281887000001,false,false,false,no_crisis
Ivory Coast,1960,false,0.0,false,false,0.0,-2.152483452,true,false,false,no_crisis
Ivory Coast,1961,false,0.0,false,false,0.0,14.43033046,true,false,false,no_crisis
Ivory Coast,1962,false,0.0,false,false,0.0,-0.177568901,true,false,false,no_crisis
Ivory Coast,1963,false,0.0,false,false,0.0,8.719549217,true,false,false,no_crisis
Ivory Coast,1964,false,0.0,false,false,0.0,-3.1690449469999997,true,false,false,no_crisis
Ivory Coast,1965,false,0.0,false,false,0.0,1.757528693,true,false,false,no_crisis
Ivory Coast,1966,false,0.0,false,false,0.0,4.665098294,true,false,false,no_crisis
Ivory Coast,1967,false,0.0,false,false,0.0,2.766186537,true,false,false,no_crisis
Ivory Coast,1968,false,0.0,false,false,0.0,7.747595621,true,false,false,no_crisis
Ivory Coast,1969,false,0.0,false,false,0.0,2.5029273830000003,true,false,false,no_crisis
Ivory Coast,1970,false,278.0,false,false,0.0,8.075116891,true,false,false,no_crisis
Ivory Coast,1971,false,264.0,false,false,0.0,-1.07225635,true,false,false,no_crisis
Ivory Coast,1972,false,255.5,false,false,0.0,1.194615424,true,false,false,no_crisis
Ivory Coast,1973,false,238.0,false,false,0.0,12.9325741,true,false,false,no_crisis
Ivory Coast,1974,false,222.0,false,false,0.0,18.22418299,true,false,false,no_crisis
Ivory Coast,1975,false,220.0,false,false,0.0,10.61769304,true,false,false,no_crisis
Ivory Coast,1976,false,247.0,false,false,0.0,12.90885269,true,false,false,no_crisis
Ivory Coast,1977,false,236.0,false,false,0.0,24.48243736,true,true,false,no_crisis
Ivory Coast,1978,false,243.5,false,false,0.0,16.03173523,true,false,false,no_crisis
Ivory Coast,1979,false,205.0,false,false,0.0,21.75954473,true,true,false,no_crisis
Ivory Coast,1980,false,221.0,false,false,0.0,8.81,true,false,false,no_crisis
Ivory Coast,1981,false,290.0,false,false,0.0,8.682,true,false,false,no_crisis
Ivory Coast,1982,false,352.0,false,false,0.0,7.388999999999999,true,false,false,no_crisis
Ivory Coast,1983,false,450.0,false,true,0.0,5.879,true,false,false,no_crisis
Ivory Coast,1984,false,486.5,false,true,0.0,4.281000000000001,true,false,false,no_crisis
Ivory Coast,1985,false,380.0,false,true,0.0,1.7530000000000001,true,false,false,no_crisis
Ivory Coast,1986,false,319.0,false,true,0.0,6.837000000000001,true,false,false,no_crisis
Ivory Coast,1987,false,277.0,false,true,0.0,6.978,true,false,false,no_crisis
Ivory Coast,1988,true,310.0,false,true,0.0,6.935,true,false,true,no_crisis
Ivory Coast,1989,true,305.0,false,true,0.0,0.986,true,false,true,no_crisis
Ivory Coast,1990,true,267.0,false,true,0.0,-0.6579999999999999,true,false,true,no_crisis
Ivory Coast,1991,true,265.0,false,true,0.0,1.575,true,false,true,no_crisis
Ivory Coast,1992,false,278.0,false,true,0.0,4.218,true,false,false,no_crisis
Ivory Coast,1993,false,297.0,false,true,0.0,2.13,true,false,false,no_crisis
Ivory Coast,1994,false,540.0,false,true,0.0,25.956,true,true,false,crisis
Ivory Coast,1995,false,495.0,false,true,0.0,14.1,true,false,false,no_crisis
Ivory Coast,1996,false,525.7,false,true,0.0,2.7,true,false,false,no_crisis
Ivory Coast,1997,false,616.0,false,true,0.0,6.301,true,false,false,no_crisis
Ivory Coast,1998,false,576.0,false,true,0.0,5.218999999999999,true,false,false,no_crisis
Ivory Coast,1999,false,0.0,false,false,0.0,0.92,true,false,false,no_crisis
Ivory Coast,2000,false,0.0,false,true,0.0,-0.381,true,false,false,no_crisis
Ivory Coast,2001,false,0.0,false,true,0.0,4.355,true,false,false,no_crisis
Ivory Coast,2002,false,0.0,false,true,0.0,3.08,true,false,false,no_crisis
Ivory Coast,2003,false,0.0,false,true,0.0,3.2969999999999997,true,false,false,no_crisis
Ivory Coast,2004,false,0.0,false,true,0.0,1.459,true,false,false,no_crisis
Ivory Coast,2005,false,0.0,false,true,0.0,3.884,true,false,false,no_crisis
Ivory Coast,2006,false,0.0,false,true,0.0,2.4659999999999997,true,false,false,no_crisis
Ivory Coast,2007,false,0.0,false,true,0.0,1.896,true,false,false,no_crisis
Ivory Coast,2008,false,0.0,false,true,0.0,6.315,true,false,false,no_crisis
Ivory Coast,2009,false,0.0,false,true,0.0,1.0090000000000001,true,false,false,no_crisis
Ivory Coast,2010,false,0.0,false,true,0.0,1.8,true,false,false,no_crisis
Ivory Coast,2011,false,0.0,false,true,0.0,4.448,true,false,false,no_crisis
Ivory Coast,2012,false,0.0,false,true,0.0,1.3,true,false,false,no_crisis
Ivory Coast,2013,false,0.0,false,false,0.0,2.5839999999999996,true,false,false,no_crisis
Ivory Coast,2014,false,0.0,false,false,0.0,0.449,true,false,false,no_crisis
Egypt,1860,false,0.20661157,false,false,0.0,5.9444779720000005,true,false,false,no_crisis
Egypt,1861,false,0.20661157,false,false,0.0,5.9527200229999995,true,false,false,no_crisis
Egypt,1862,false,0.20661157,false,false,0.0,5.940860215,true,false,false,no_crisis
Egypt,1863,false,0.20661157,false,false,0.0,5.95026643,true,false,false,no_crisis
Egypt,1864,false,0.20661157,false,false,0.0,5.951383067999999,true,false,false,no_crisis
Egypt,1865,false,0.20661157,false,false,0.0,5.9448462929999994,true,false,false,no_crisis
Egypt,1866,false,0.20661157,false,false,0.0,5.941967142999999,true,false,false,no_crisis
Egypt,1867,false,0.20661157,false,false,0.0,5.95106233,true,false,false,no_crisis
Egypt,1868,false,0.20661157,false,false,0.0,5.94943927,true,false,false,no_crisis
Egypt,1869,false,0.1967,false,false,0.0,5.938284894,true,false,false,no_crisis
Egypt,1870,false,0.196,false,false,0.0,5.952582557,true,false,false,no_crisis
Egypt,1871,false,0.1978,false,false,0.0,12.97850236,true,false,false,no_crisis
Egypt,1872,false,0.1984,false,false,0.0,-4.201740115,true,false,false,no_crisis
Egypt,1873,false,0.19699999999999998,false,false,0.0,-4.171896921,true,false,false,no_crisis
Egypt,1874,false,0.198,false,false,0.0,1.556480197,true,false,false,no_crisis
Egypt,1875,false,0.1941,false,false,0.0,-8.528072838,true,false,false,no_crisis
Egypt,1876,false,0.1983,false,true,0.4,-10.87425348,true,false,false,no_crisis
Egypt,1877,false,0.1955,false,true,0.4,-0.43741275,true,false,false,no_crisis
Egypt,1878,false,0.1967,false,true,0.4,-0.514114788,true,false,false,no_crisis
Egypt,1879,false,0.1981,false,true,0.4,10.55153622,true,false,false,no_crisis
Egypt,1880,false,0.201,false,true,0.4,1.7848036719999998,true,false,false,no_crisis
Egypt,1881,false,0.2,false,false,0.0,-12.40814963,true,false,false,no_crisis
Egypt,1882,false,0.1998,false,false,0.0,4.232602479,true,false,false,no_crisis
Egypt,1883,false,0.1998,false,false,0.0,-2.231571246,true,false,false,no_crisis
Egypt,1884,false,0.2003,false,false,0.0,-0.477081384,true,false,false,no_crisis
Egypt,1885,false,0.1991,false,false,0.0,-6.438575054,true,false,false,no_crisis
Egypt,1886,false,0.2007,false,false,0.0,3.616636528,true,false,false,no_crisis
Egypt,1887,false,0.1999,false,false,0.0,-2.8407989139999996,true,false,false,no_crisis
Egypt,1888,false,0.1987,false,false,0.0,-6.2169444170000006,true,false,false,no_crisis
Egypt,1889,false,0.2005,false,false,0.0,-12.33241115,true,false,false,no_crisis
Egypt,1890,false,0.2003,false,false,0.0,7.949993931,true,false,false,no_crisis
Egypt,1891,false,0.201,false,false,0.0,10.17539915,true,false,false,no_crisis
Egypt,1892,false,0.1993,false,false,0.0,1.959383611,true,false,false,no_crisis
Egypt,1893,false,0.1983,false,false,0.0,-13.92253028,true,false,false,no_crisis
Egypt,1894,false,0.19899999999999998,false,false,0.0,-4.953488372,true,false,false,no_crisis
Egypt,1895,false,0.1971,false,false,0.0,-5.578664057,true,false,false,no_crisis
Egypt,1896,false,0.1976,false,false,0.0,9.70458668,true,false,false,no_crisis
Egypt,1897,false,0.1986,false,false,0.0,2.846344632,true,false,false,no_crisis
Egypt,1898,false,0.1985,false,false,0.0,14.21681213,true,false,false,no_crisis
Egypt,1899,false,0.1951,false,false,0.0,-6.374422377999999,true,false,false,no_crisis
Egypt,1900,false,0.1999,false,false,0.0,7.388316151000001,true,false,false,no_crisis
Egypt,1901,false,0.1975,false,false,0.0,0.11,true,false,false,no_crisis
Egypt,1902,false,0.1988,false,false,0.0,-0.549395665,true,false,false,no_crisis
Egypt,1903,false,0.2009,false,false,0.0,-7.533145842000001,true,false,false,no_crisis
Egypt,1904,false,0.1994,false,false,0.0,-2.639582881,true,false,false,no_crisis
Egypt,1905,false,0.201,false,false,0.0,15.36315966,true,false,false,no_crisis
